pmid,title,pub_year,pubtype,journal
37300273,Leiomyosarcoma of the Inguinal Canal: A Rare Disease.,2023,Journal Article,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP
37297749,Self-Reported Medication Adherence Measured with Morisky Scales in Rare Disease Patients: A Systematic Review and Meta-Analysis.,2023,Journal Article; Review,"Healthcare (Basel, Switzerland)"
37292208,A case report of pulmonary hepatoid adenocarcinoma: promoting standardized diagnosis and treatment of the rare disease.,2023,"Case Reports; Research Support, Non-U.S. Gov't; Journal Article",Frontiers in immunology
37291213,Integrated multi-omics for rapid rare disease diagnosis on a national scale.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Nature medicine
37289681,Deoxycholic Acid for Dercum Disease: Repurposing a Cosmetic Agent to Treat a Rare Disease.,2023,Case Reports; Journal Article,Cutis
37271500,Recruiting for an International Rare Disease Clinical Trial Readiness Study during the COVID-19 pandemic: Challenges and solutions.,2023,"Letter; Research Support, N.I.H., Extramural",Journal of the peripheral nervous system : JPNS
37265602,The vital role of natural history studies in rare disease: insights from X-linked dystonia parkinsonism.,2023,Journal Article,Brain communications
37263874,Diamond-Blackfan anemia in adults: In pursuit of a common approach for a rare disease.,2023,"Journal Article; Review; Research Support, Non-U.S. Gov't",Blood reviews
37248386,Machine learning in rare disease.,2023,Journal Article; Review,Nature methods
37248219,Direct haplotype-resolved 5-base HiFi sequencing for genome-wide profiling of hypermethylation outliers in a rare disease cohort.,2023,Journal Article,Nature communications
37245110,Localized Pulmonary Calcinosis: A Unique Presentation of a Rare Disease.,2023,Case Reports; Journal Article,The Israel Medical Association journal : IMAJ
37234922,Resources and tools for rare disease variant interpretation.,2023,Journal Article; Review,Frontiers in molecular biosciences
37231525,Evaluation of the quality of patient involvement in a patient-led analysis of the lived experience of a rare disease.,2023,Letter,Research involvement and engagement
37229037,"Autoimmune hemolytic anemia, a rare disease in newborns: a case report.",2023,Journal Article,Annals of medicine and surgery (2012)
37226073,[Colonic malakoplakia: Rare disease that can mimic a consuntive syndrome].,2023,Case Reports; English Abstract; Journal Article,Revista de gastroenterologia del Peru : organo oficial de la Sociedad de Gastroenterologia del Peru
37220288,Cutaneous lymphangitis carcinomatosa: a unique presentation of a rare disease.,2023,Case Reports; Journal Article,Dermatology online journal
37204146,"Rare Disease, Advocacy and Justice: Intersecting Disparities in Research and Clinical Care.",2023,Journal Article,The American journal of bioethics : AJOB
37203683,RD-MON - Building a Rare Disease Monitor to Enhance Awareness for Patients with Rare Diseases in Intensive Care.,2023,Journal Article,Studies in health technology and informatics
37198097,Kimura's disease of left axilla- A rare disease in an atypical location.,2023,Letter,Asian journal of surgery
37197559,Emerging roles and opportunities for rare disease patient advocacy groups.,2023,Journal Article,Therapeutic advances in rare disease
37197245,Long Tubular Duplication of the Small Intestine - Lessons Learnt from a Common Presentation of a Rare Disease.,2023,Case Reports; Journal Article,Journal of Indian Association of Pediatric Surgeons
37193741,NCATS's plan to grow the rare disease pipeline.,2023,News,Nature reviews. Drug discovery
37181909,Misdiagnosed psychiatric manifestations in a rare disease: a case report of secondary anxiety syndrome in Cushing's disease.,2023,Case Reports; Journal Article,Frontiers in psychiatry
37157980,Novel LSS variants in alopecia and intellectual disability syndrome: New case report and clinical spectrum of LSS-related rare disease traits.,2023,"Case Reports; Review; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Clinical genetics
37157123,Hereditary angioedema in cardiac surgery: Perioperative management considerations for a rare disease.,2024,Case Reports; Journal Article,Perfusion
37155167,Perspectives of Rare Disease Experts on Newborn Genome Sequencing.,2023,"Journal Article; Research Support, N.I.H., Extramural; Research Support, N.I.H., Intramural",JAMA network open
37153672,An artificial intelligence-based approach for identifying rare disease patients using retrospective electronic health records applied for Pompe disease.,2023,Journal Article,Frontiers in neurology
37147718,"A systematic overview of rare disease patient registries: challenges in design, quality management, and maintenance.",2023,"Journal Article; Review; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37147628,Ontology-driven and weakly supervised rare disease identification from clinical notes.,2023,"Journal Article; Research Support, Non-U.S. Gov't",BMC medical informatics and decision making
37147501,Rare-disease researchers pioneer a unique approach to clinical trials.,2023,News,Nature medicine
37144080,Myopericytoma in the corpus cavernosum of the penis: A case report of a rare disease.,2023,Case Reports; Journal Article,IJU case reports
37142887,Embedding Patient-Centricity by Collaborating with Patients to Transform the Rare Disease Ecosystem.,2023,Journal Article,Pharmaceutical medicine
37141855,Confronting complexity in the design and conduct of high-risk rare disease clinical trials.,2023,Editorial,Molecular therapy : the journal of the American Society of Gene Therapy
37131675,"Integrative Rare Disease Biomedical Profile based Network Supporting Drug Repurposing, a case study of Glioblastoma.",2023,Preprint; Journal Article,Research square
37131052,The future of rare disease drug development: the rare disease cures accelerator data analytics platform (RDCA-DAP).,2023,Journal Article; Review,Journal of pharmacokinetics and pharmacodynamics
37123726,Basal Cell Adenoma of the Parotid Gland: A Rare Disease Entity.,2023,Case Reports; Journal Article,Cureus
37123724,Peri-Renal Lymphangiomatosis: A Case Report Presenting a Rare Disease at a Rarer Location.,2023,Case Reports; Journal Article,Cureus
37122608,[Impact of COVID-19 on a rare disease (uveal melanoma) in a national reference unit of intraocular tumors in Spain].,2023,English Abstract; Journal Article,Archivos de la Sociedad Espanola de Oftalmologia
37122037,Strengths and limitations of new artificial intelligence tool for rare disease epidemiology.,2023,Letter; Comment,Journal of translational medicine
37120603,Correction: Precision information extraction for rare disease epidemiology at scale.,2023,Published Erratum,Journal of translational medicine
37120568,Esophageal papillomatosis: an exceedingly rare disease.,2023,"Journal Article; Review; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37119810,Rare disease research resources at the Rat Genome Database.,2023,"Journal Article; Research Support, N.I.H., Extramural",Genetics
37102025,Rosai-Dorfman: Rare Manifestations of a Rare Disease.,2023,Case Reports; Journal Article,Cureus
37098531,Transition for adolescents with a rare disease: results of a nationwide German project.,2023,"Multicenter Study; Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
37091117,"Attitudes Toward Personal Health Data Sharing Among People Living With Sickle Cell Disorder, Exemplar for Study of Rare Disease Populations.",2023,Journal Article,Journal of patient-centered research and reviews
37077092,Fibrolamellar hepatocellular carcinoma presenting as cholestatic jaundice: An unusual presentation of a rare disease.,2023,Case Reports; Journal Article,Indian journal of pathology & microbiology
37075839,Impact of COVID-19 on a rare disease (uveal melanoma) in a national reference unit of intraocular tumors in Spain.,2023,Observational Study; Journal Article,Archivos de la Sociedad Espanola de Oftalmologia
37073846,[Holocarboxylase synthetase deficiency induced by,2023,Case Reports; English Abstract; Journal Article,Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics
37055647,Rare disease gene mining.,2023,Journal Article,Nature genetics
37034593,Advancing Understanding of Inequities in Rare Disease Genomics.,2023,Preprint; Journal Article,medRxiv : the preprint server for health sciences
37033518,Kikuchi-Fujimoto Disease: A Case of SARS-CoV-2 Infection Triggering the Rare Disease.,2023,Case Reports; Journal Article,Cureus
37029233,Developing a Framework of Cost Elements of Socioeconomic Burden of Rare Disease: A Scoping Review.,2023,"Journal Article; Research Support, Non-U.S. Gov't; Scoping Review",PharmacoEconomics
37020487,Acquired Hemophilia A: A Case Report on a Rare Disease Manifesting as Persistent Hematuria.,2023,Case Reports; Journal Article,Cureus
37011025,Rare disease research powered by empowered patients: solving the zebra puzzle through social media.,2023,"Editorial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Cancer
