pmid,title,pub_year,pubtype,journal
30528322,Unbiased glycomics: a powerful tool in rare disease diagnosis and research.,2019,"Editorial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Comment",Translational research : the journal of laboratory and clinical medicine
30500888,Detection of rare disease variants in extended pedigrees using RVS.,2019,"Journal Article; Research Support, N.I.H., Extramural","Bioinformatics (Oxford, England)"
30497843,Hemosuccus pancreaticus and hematochezia - An unusual presentation of a rare disease.,2019,Case Reports; Journal Article,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver
30484880,Lemierre's syndrome: One rare disease-Two case studies.,2019,Case Reports; Journal Article,Journal of clinical pharmacy and therapeutics
30471714,"Left sinus of Valsalva aneurysm: Rare disease, rarer presentation.",2019,Editorial,The Journal of thoracic and cardiovascular surgery
30421357,Screening for mutations in human cardiomyopathy- is RBM24 a new but rare disease gene?,2019,Journal Article; Comment,Protein & cell
30406860,Whipple's Disease: A Well-Done Outcome to a Rare Disease.,2019,Editorial; Comment,Digestive diseases and sciences
30382384,Amyloidosis of the Upper Aerodigestive Tract: Management of a Rare Disease and Review of the Literature.,2019,Journal Article; Multicenter Study; Review,Dysphagia
30371584,"Simultaneous 18F-FDG PET/MRI Assists Diagnosis of a Rare Disease, MELAS.",2019,Case Reports; Journal Article,Clinical nuclear medicine
30370696,"""It is like a jungle gym, and everything is under construction"": The parent's perspective of caring for a child with a rare disease.",2019,"Journal Article; Research Support, Non-U.S. Gov't","Child: care, health and development"
30296923,Individuals With the Rare Disease Pemphigus: A Quest for Diagnostic.,2019,Journal Article,Qualitative health research
30277162,Myxedema Heart Disease: A Rare Disease Entity: Case Report and Brief Review of the Literature.,2019,Case Reports; Journal Article; Review,Current hypertension reviews
30256693,The Effect of a Pediatric Rare Disease on Subscriber Retention Rates for Commercial Health Insurers in the United States.,2019,Journal Article,Journal of managed care & specialty pharmacy
30227459,Catecholamine-Induced Cardiomyopathy in Pheochromocytoma: How to Manage a Rare Complication in a Rare Disease?,2019,Journal Article; Review,Hormone and metabolic research = Hormon- und Stoffwechselforschung = Hormones et metabolisme
30215131,[Aceruloplasminemia : Diagnosis and treatment of a rare disease].,2019,Journal Article,Der Nervenarzt
30178697,Endometriosis With Cystic Degeneration: A Rare Disease of Males.,2019,Case Reports; Journal Article,International journal of surgical pathology
30045383,Recurrent Nausea and Vomiting in a Teenager - A Rare Disease with Common Symptoms.,2019,Case Reports; Journal Article,Klinische Padiatrie
30006721,Kennedy's disease (spinal and bulbar muscular atrophy): a clinically oriented review of a rare disease.,2019,Journal Article; Review,Journal of neurology
29574238,Chilaiditi Syndrome Is a Rare Disease With Features That Resemble Pneumoperitoneum.,2019,Case Reports; Journal Article,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association
29555104,Eosinophilic gastroenteritis: An unusual presentation of a rare disease.,2019,Case Reports; Journal Article,Revista de gastroenterologia de Mexico (English)
29392602,"""Duodenal Adenocarcinoma Giving Rise to Rectal Metastasis"" a Rare Disease with an Extremely Rare Metastatic Pattern.",2019,Case Reports; Journal Article,Journal of gastrointestinal cancer
29192406,Gastric Gastrointestinal Stromal Tumors (GIST): a Case Series and Current State of the Art in the Workup and Treatment of This Rare Disease.,2019,"Journal Article; Research Support, Non-U.S. Gov't",Journal of gastrointestinal cancer
29099161,Children's rare disease rehabilitation: from multidisciplinarity to the transdisciplinarity approach.,2019,Journal Article,European journal of physical and rehabilitation medicine
34327338,Rapid whole-exome sequencing facilitates precision medicine in paediatric rare disease patients and reduces healthcare costs.,2020,Journal Article,The Lancet regional health. Western Pacific
34317926,"Commentary: Isolated unilateral absence of pulmonary artery, a rare disease with diverse presentations.",2020,Editorial,JTCVS techniques
34000216,Genetic and Rare Disease Diagnoses: A Review of Resources for Patients and Health Care Professionals.,2020,Journal Article; Review,Medical reference services quarterly
33568969,Diffuse Esophageal Squamous Papillomatosis: A Rare Disease Associated with Acanthosis Nigricans and Tripe Palms.,2020,Case Reports; Journal Article,Case reports in gastroenterology
33542863,"Hepatobiliary Actinomycosis, a Rare Presentation of a Rare Disease!",2020,Case Reports; Journal Article,Cureus
33489404,Schwannoma of the Base of the Tongue: A Case Report of a Rare Disease and Review of Literatures.,2020,Case Reports; Journal Article,Case reports in surgery
33457532,An Evolved Approach to Advisory Boards in Rare Disease Drug Development: 5-Step Model to Finding and Engaging Patient Advisors.,2020,Case Reports; Journal Article,Journal of patient experience
33456244,Primary oral tuberculosis: A case series of a rare disease.,2020,Case Reports; Journal Article,Journal of oral and maxillofacial pathology : JOMFP
33426176,Reply to: Fatal Familial Insomnia: A Rare Disease with Unique Clinico-Neurophysiological Features.,2021,Journal Article,Movement disorders clinical practice
33426175,Fatal Familial Insomnia: A Rare Disease with Unique Clinico-Neurophysiological Features.,2021,Journal Article,Movement disorders clinical practice
33409099,Rare Presentation of a Rare Disease: Signet-Ring Cell Gastric Adenocarcinoma in Rothmund-Thomson Syndrome.,2020,Case Reports; Journal Article,Cureus
33408837,"Metastatic extramammary paget disease, a remarkable clinical case and a brief review of a rare disease.",2020,Journal Article,Dermatology reports
33375998,Lessons from an Experiential Approach to Patient Community Engagement in Rare Disease.,2021,"Journal Article; Research Support, Non-U.S. Gov't",Clinical therapeutics
33369053,Premature or nevoid sebaceous hyperplasia? Two case reports of a rare disease.,2021,Case Reports; Journal Article,Journal of cosmetic dermatology
33354467,Combination of Common Problem in a Rare Disease: Right Iliac Fossa Pain in a Chronic Myeloid Leukemia Patient.,2020,Case Reports; Journal Article,Cureus
33342888,Familial Giant Enchondroma of Thoracic Spine: A Rare Manifestation of a Rare Disease.,2020,Case Reports; Journal Article,Neurology India
33330609,Esophageal Rhabdoid-Like Tumor: A Rare Disease With Aggressive Clinical Behavior.,2020,Case Reports; Journal Article,Frontiers in surgery
33328257,Collaboration between patient organisations and a clinical research sponsor in a rare disease condition: learnings from a community advisory board and best practice for future collaborations.,2020,"Journal Article; Research Support, Non-U.S. Gov't",BMJ open
33316300,Elucidation of molecular pathogenesis and drug development for psychiatric disorders from rare disease-susceptibility variants.,2021,Journal Article; Review,Neuroscience research
33299965,Rare Disease Research Partnership (RAinDRoP): a collaborative approach to identify research priorities for rare diseases in Ireland.,2020,Journal Article,HRB open research
33298475,Colonic inflammatory myofibroblastic tumour presenting as 'pyrexia of unknown origin': report of a rare disease and its unique presentation.,2020,Case Reports; Journal Article,BMJ case reports
33294356,An uncommon presentation of a rare disease: A case of anti-glomerular basement membrane disease without renal involvement.,2020,Case Reports; Journal Article,Respiratory medicine case reports
33294092,Pseudomyxoma pleurii: unusual location of a rare disease.,2021,Case Reports; Journal Article,Radiology case reports
33269150,Non-familial Juvenile Polyposis Syndrome Presenting as Rectal Prolapse: An Unusual Presentation of a Rare Disease.,2020,Case Reports; Journal Article,Cureus
33264505,Liver Allocation for Rare Disease: Does the MELD Score Suffice?,2020,Editorial,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons
33255540,The EuRRECa Project as a Model for Data Access and Governance Policies for Rare Disease Registries That Collect Clinical Outcomes.,2020,"Journal Article; Research Support, Non-U.S. Gov't; Review",International journal of environmental research and public health
33244164,A state-based approach to genomics for rare disease and population screening.,2021,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Genetics in medicine : official journal of the American College of Medical Genetics
33240713,"Are Consanguineous Marriages to Blame for Usher Syndrome Type 1, a Rare Disease in Pakistan?",2020,Case Reports; Journal Article,Cureus
33238891,Expediting rare disease diagnosis: a call to bridge the gap between clinical and functional genomics.,2020,"Journal Article; Research Support, Non-U.S. Gov't; Review","Molecular medicine (Cambridge, Mass.)"
33238733,Renal limited ANCA-positive vasculitis: a rare manifestation of a rare disease.,2020,Case Reports; Journal Article,Journal of investigative medicine high impact case reports
33218310,"Evaluation of two family-based intervention programs for children affected by rare disease and their families - research network (CARE-FAM-NET): study protocol for a rater-blinded, randomized, controlled, multicenter trial in a 2x2 factorial design.",2020,"Clinical Trial Protocol; Journal Article; Research Support, Non-U.S. Gov't",BMC family practice
33197776,Omental tuberculosis (TB) is a rare disease which can mimic Gastrointestinal malignancies: A case report.,2020,Case Reports; Journal Article,International journal of surgery case reports
