ORPHAcode,Preferred term,Typology,PrevalenceType,ValMoy,PrevalenceClass,PrevalenceQualification,PrevalenceGeographic,PrevalenceValidationStatus,Source
402082,Progressive myoclonic epilepsy type 5,Disease,Cases/families,3.0,,Case(s),Worldwide,Validated,21276947[PMID]
402082,Progressive myoclonic epilepsy type 5,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_21276947[PMID]
402364,Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,Malformation syndrome,Cases/families,5.0,,Case(s),Worldwide,Validated,20950787[PMID]
402364,Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_20950787[PMID]
402041,Autosomal recessive distal renal tubular acidosis,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,[EXPERT]
806,Scott syndrome,Disease,Cases/families,4.0,,Case(s),Worldwide,Validated,8608230[PMID]_15790791[PMID]_19814742[PMID]
806,Scott syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
404473,Severe intellectual disability-progressive spastic diplegia syndrome,Malformation syndrome,Cases/families,4.0,,Case(s),Worldwide,Validated,24668549[PMID]_23033978[PMID]_24614104[PMID]
404473,Severe intellectual disability-progressive spastic diplegia syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24668549[PMID]_23033978[PMID]_24614104[PMID]
404463,Multisystemic smooth muscle dysfunction syndrome,Disease,Cases/families,7.0,,Case(s),Worldwide,Validated,20734336[PMID]
404463,Multisystemic smooth muscle dysfunction syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_20734336[PMID]
404466,Female infertility due to zona pellucida defect,Disease,Cases/families,4.0,,Case(s),Worldwide,Validated,24670168[PMID]
404466,Female infertility due to zona pellucida defect,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24670168[PMID]
404451,FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome,Malformation syndrome,Cases/families,3.0,,Case(s),Worldwide,Validated,24084572[PMID]
404451,FBLN1-related developmental delay-central nervous system anomaly-syndactyly syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24084572[PMID]
404454,Alacrimia-choreoathetosis-liver dysfunction syndrome,Disease,Cases/families,8.0,,Case(s),Worldwide,Validated,24651605[PMID]_22581936[PMID]
404454,Alacrimia-choreoathetosis-liver dysfunction syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24651605[PMID]_22581936[PMID]
404443,Tatton-Brown-Rahman syndrome,Malformation syndrome,Cases/families,17.0,,Case(s),Worldwide,Validated,24614070[PMID]_27991732[PMID]_28941052[PMID]
404443,Tatton-Brown-Rahman syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24614070[PMID]_27991732[PMID]_28941052[PMID]
404448,ADNP syndrome,Malformation syndrome,Point prevalence,0.0,1-9 / 100 000,Class only,Worldwide,Validated,24531329[PMID]_[EXPERT]
404437,Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome,Malformation syndrome,Cases/families,4.0,,Case(s),Worldwide,Validated,24656866[PMID]
404437,Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24656866[PMID]
404440,Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,Malformation syndrome,Cases/families,7.0,,Case(s),Worldwide,Validated,24680889[PMID]
404440,Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24680889[PMID]
404560,Familial atypical multiple mole melanoma syndrome,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
404553,Adenosine deaminase 2 deficiency,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_28516235[PMID]
404553,Adenosine deaminase 2 deficiency,Disease,Cases/families,48.0,,Case(s),Worldwide,Validated,28516235[PMID]
404546,DITRA,Disease,Cases/families,70.0,,Case(s),Worldwide,Validated,25848350[PMID]
404546,DITRA,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_25848350[PMID]
404521,Spinal muscular atrophy with respiratory distress type 2,Disease,Cases/families,1.0,,Case(s),Worldwide,Validated,24647030[PMID]
404521,Spinal muscular atrophy with respiratory distress type 2,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24647030[PMID]
404507,Chondromyxoid fibroma,Disease,Cases/families,50.0,,Case(s),Worldwide,Validated,24658000[PMID]
404507,Chondromyxoid fibroma,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24658000[PMID]
404499,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency,Disease,Cases/families,2.0,,Case(s),Worldwide,Validated,23728897[PMID]
404499,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_23728897[PMID]
404493,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,Disease,Cases/families,3.0,,Case(s),Worldwide,Validated,24658003[PMID]
404493,Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24658003[PMID]
404476,Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,24676357[PMID]
404476,Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24676357[PMID]
411527,Central retinal vein occlusion,Particular clinical situation in a disease or syndrome,Point prevalence,28.0,1-5 / 10 000,Value and class,Europe,Validated,European Medecines Agency 2014[INST]
411536,Mild phosphoribosylpyrophosphate synthetase superactivity,Clinical subtype,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Not yet validated,ORPHANET
411543,Severe phosphoribosylpyrophosphate synthetase superactivity,Clinical subtype,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,20301734[PMID]_ORPHANET
411543,Severe phosphoribosylpyrophosphate synthetase superactivity,Clinical subtype,Cases/families,33.0,,Case(s),Worldwide,Validated,20301734[PMID]
411593,Insulin autoimmune syndrome,Disease,Cases/families,404.0,,Case(s),Worldwide,Validated,24111525[PMID]
411593,Insulin autoimmune syndrome,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_24111525[PMID]
411602,Hereditary late-onset Parkinson disease,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,[EXPERT]
411629,Infantile nephropathic cystinosis,Clinical subtype,Prevalence at birth,0.0,1-9 / 1 000 000,Class only,Europe,Validated,[EXPERT]_12110740[PMID]
411629,Infantile nephropathic cystinosis,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
411493,Pontocerebellar hypoplasia type 10,Malformation syndrome,Cases/families,23.0,,Case(s),Worldwide,Validated,24766809[PMID]_24766810[PMID]
411493,Pontocerebellar hypoplasia type 10,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24766809[PMID]_24766810[PMID]
411777,Generalized eruptive keratoacanthoma,Disease,Cases/families,40.0,,Case(s),Worldwide,Validated,25070745[PMID]
411777,Generalized eruptive keratoacanthoma,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_25070745[PMID]
411712,Maternal riboflavin deficiency,Disease,Cases/families,2.0,,Case(s),Worldwide,Validated,21089064[PMID]_29122468[PMID]
411712,Maternal riboflavin deficiency,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_21089064[PMID]_29122468[PMID]
411788,Familial isolated trichomegaly,Disease,Cases/families,2.0,,Family(ies),Worldwide,Validated,24989505[PMID]
411788,Familial isolated trichomegaly,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_ 24989505[PMID]
411986,Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome,Malformation syndrome,Cases/families,3.0,,Case(s),Worldwide,Validated,24814191[PMID]
411986,Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24814191[PMID]
412035,13q12.3 microdeletion syndrome,Malformation syndrome,Cases/families,3.0,,Case(s),Worldwide,Validated,24664804[PMID]
412035,13q12.3 microdeletion syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24664804[PMID]
412022,Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome,Malformation syndrome,Cases/families,4.0,,Family(ies),Worldwide,Validated,24768550[PMID]
412022,Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_24768550[PMID]
411641,Ocular cystinosis,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
411634,Juvenile nephropathic cystinosis,Clinical subtype,Prevalence at birth,0.0,<1 / 1 000 000,Class only,Europe,Validated,[EXPERT]
411634,Juvenile nephropathic cystinosis,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
411696,Proton-pump inhibitor-responsive esophageal eosinophilia,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,23567357[PMID]_25132757[PMID]
411709,Renal agenesis,Morphological anomaly,Prevalence at birth,0.0,1-5 / 10 000,Class only,Worldwide,Validated,24370773[PMID]
411709,Renal agenesis,Morphological anomaly,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_24370773[PMID]
411703,Pulmonary non-tuberculous mycobacterial infection,Disease,Point prevalence,6.0,1-9 / 100 000,Value and class,Europe,Validated,European Medicines Agency 2014[INST]
371428,Multicentric osteolysis-nodulosis-arthropathy spectrum,Disease,Cases/families,50.0,,Case(s),Worldwide,Validated,[EXPERT]
371428,Multicentric osteolysis-nodulosis-arthropathy spectrum,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,[EXPERT]
371364,Hypotonia-speech impairment-severe cognitive delay syndrome,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,23749988[PMID]_24075186[PMID]
391673,Necrotizing enterocolitis,Disease,Point prevalence,45.0,1-5 / 10 000,Value and class,Worldwide,Validated,European Medicines Agency 2015[INST]
391677,Short stature-optic atrophy-Pelger-Huët anomaly syndrome,Malformation syndrome,Cases/families,39.0,,Case(s),Worldwide,Validated,20577004[PMID]_26286438[PMID]_29955634[PMID]_27789416[PMID]
391677,Short stature-optic atrophy-Pelger-Huët anomaly syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_20577004[PMID]_29955634[PMID]_27789416[PMID]
391474,Frontorhiny,Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
391504,Transient neonatal myasthenia gravis,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
391497,Juvenile myasthenia gravis,Clinical subtype,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
391490,Adult-onset myasthenia gravis,Clinical subtype,Point prevalence,31.8,1-5 / 10 000,Value and class,Serbia,Validated,23363926[PMID]
391490,Adult-onset myasthenia gravis,Clinical subtype,Annual incidence,1.33,1-9 / 100 000,Value and class,Serbia,Validated,23363926[PMID]
391490,Adult-onset myasthenia gravis,Clinical subtype,Point prevalence,17.0,1-5 / 10 000,Value and class,United States,Validated,[EXPERT]_ORPHANET
391490,Adult-onset myasthenia gravis,Clinical subtype,Point prevalence,28.0,1-5 / 10 000,Value and class,United Kingdom,Validated,[EXPERT]_ORPHANET
391490,Adult-onset myasthenia gravis,Clinical subtype,Point prevalence,0.0,1-5 / 10 000,Class only,Europe,Validated,ORPHANET
391487,STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,Disease,Cases/families,5.0,,Case(s),Worldwide,Validated,23534974[PMID]
391487,STAT1-related autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Europe,Validated,ORPHANET_23534974[PMID]
391646,Feingold syndrome type 2,Clinical subtype,Cases/families,7.0,,Case(s),Worldwide,Validated,28159702[PMID]
391646,Feingold syndrome type 2,Clinical subtype,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_28159702[PMID]
391641,Feingold syndrome type 1,Clinical subtype,Cases/families,120.0,,Case(s),Worldwide,Validated,[EXPERT]
391641,Feingold syndrome type 1,Clinical subtype,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
391665,Homozygous familial hypercholesterolemia,Disease,Annual incidence,0.5842,1-9 / 1 000 000,Value and class,Japan,Validated,21146822[PMID]
391665,Homozygous familial hypercholesterolemia,Disease,Point prevalence,0.3194,1-9 / 1 000 000,Value and class,Worldwide,Validated,31947532[PMID]_32439005[PMID]_ORPHANET
391665,Homozygous familial hypercholesterolemia,Disease,Point prevalence,0.22,1-9 / 1 000 000,Value and class,Spain,Validated,27784735[PMID]
391665,Homozygous familial hypercholesterolemia,Disease,Point prevalence,0.625,1-9 / 1 000 000,Value and class,Denmark,Validated,23956253[PMID]
391665,Homozygous familial hypercholesterolemia,Disease,Point prevalence,0.33,1-9 / 1 000 000,Value and class,Netherlands,Validated,24585268[PMID]
391665,Homozygous familial hypercholesterolemia,Disease,Point prevalence,0.125,1-9 / 1 000 000,Value and class,Germany,Validated,23662069[PMID]
391655,Off-periods in Parkinson disease not responding to oral treatment,Particular clinical situation in a disease or syndrome,Point prevalence,4.15,1-9 / 100 000,Value and class,Europe,Validated,European Medicines Agency 2004[INST]
391343,Fatal post-viral neurodegenerative disorder,Disease,Cases/families,2.0,,Case(s),Worldwide,Validated,23443029[PMID]
391343,Fatal post-viral neurodegenerative disorder,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
391348,Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome,Disease,Cases/families,2.0,,Case(s),Worldwide,Validated,24119684[PMID]
391348,Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
391351,SURF1-related Charcot-Marie-Tooth disease type 4,Disease,Cases/families,3.0,,Case(s),Worldwide,Validated,24027061[PMID]
391351,SURF1-related Charcot-Marie-Tooth disease type 4,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
391366,Growth retardation-mild developmental delay-chronic hepatitis syndrome,Disease,Cases/families,2.0,,Case(s),Worldwide,Validated,23908464[PMID]
391366,Growth retardation-mild developmental delay-chronic hepatitis syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
391372,FOXP1 Syndrome,Malformation syndrome,Cases/families,48.0,,Case(s),Worldwide,Validated,28735298[PMID]
391372,FOXP1 Syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_28735298[PMID]
391376,Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome,Disease,Cases/families,20.0,,Case(s),Worldwide,Validated,28776279[PMID]
391376,Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_28776279[PMID]
391384,Familial episodic pain syndrome,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Europe,Not yet validated,ORPHANET
391389,Familial episodic pain syndrome with predominantly upper body involvement,Clinical subtype,Cases/families,21.0,,Case(s),Worldwide,Validated,24207120[PMID]_23115331[PMID]_20547126[PMID]
391389,Familial episodic pain syndrome with predominantly upper body involvement,Clinical subtype,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
391392,Familial episodic pain syndrome with predominantly lower limb involvement,Clinical subtype,Cases/families,28.0,,Case(s),Worldwide,Validated,21698661[PMID]
391392,Familial episodic pain syndrome with predominantly lower limb involvement,Clinical subtype,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
